"","FirstName","LastName","Team","GP","GS","AVG","OPS","AB","R","H","X2B","X3B","HR","RBI","TB","SLG","BB","HBP","SO","GDP","OBP","SF","SH","SB","SB_ATT"
"1631","KOBAYASHI","MAIMU","Wagner","57","57",0.285,0.788,235,43,67,16,2,4,32,99,0.421,14,18,36,0,0.367,3,2,"10","13"
"1632","DOLBASHIAN","BRAYDON","Merrimack","51","50",0.283,0.904,191,37,54,14,2,9,34,99,0.518,24,8,42,5,0.386,0,2,"6","6"
"1633","SELBY","GRIFFIN","Wagner","55","54",0.282,0.8,202,34,57,16,1,4,49,87,0.431,24,5,32,6,0.369,2,0,"3","4"
"1634","ANGEL","COLON","Coppin State","39","29",0.281,0.709,114,21,32,6,0,0,12,38,0.333,9,9,20,4,0.376,1,0,"0","1"
"1635","JAROD","WADE","LIU","47","43",0.276,0.722,163,26,45,9,1,1,25,59,0.362,15,8,33,1,0.36,3,3,"1","2"
"1636","SANDERS","BRIAN","FDU","52","52",0.276,0.88,199,50,55,16,2,7,40,96,0.482,37,5,46,3,0.398,3,0,"9","12"
"1637","STEVEN","SHAFFER","Norfolk State","45","34",0.274,0.744,135,16,37,5,4,1,16,53,0.393,16,1,41,0,0.351,2,1,"6","8"
"1638","SOSA","JOAN","FDU","52","52",0.272,0.832,195,46,53,11,0,5,27,79,0.405,38,17,36,1,0.427,3,0,"11","15"
"1639","FAICCHIO","DANTE","Wagner","54","53",0.269,0.749,197,37,53,14,0,4,34,79,0.401,22,5,47,0,0.348,6,0,"3","4"
"1640","COLON","JANCARLOS","Delaware State","48","48",0.269,0.624,175,29,47,4,0,0,13,51,0.291,16,2,21,3,0.333,2,4,"4","4"
"1641","ROSALES","GEORGE","FDU","40","40",0.268,0.829,149,39,40,6,1,5,21,63,0.423,20,16,20,2,0.406,2,0,"8","10"
"1642","CHATELLE","MATTHEW","Merrimack","39","27",0.268,0.795,112,25,30,5,0,5,23,50,0.446,12,2,35,0,0.349,0,0,"0","0"
"1643","HUSSEY","DAN","Central Connecticut","35","33",0.268,0.883,127,24,34,8,0,8,21,66,0.52,10,9,28,1,0.363,0,0,"2","2"
"1644","JOSH","HANKINS","Coppin State","50","49",0.267,0.75,187,30,50,16,1,3,39,77,0.412,19,4,23,7,0.338,6,2,"5","9"
"1645","LIAM","MCCALLUM","Coppin State","43","39",0.266,0.752,124,22,33,4,0,1,14,40,0.323,34,2,19,1,0.429,1,1,"3","3"
"1646","LIDSKY","BLAINE","Stonehill","45","45",0.265,0.672,162,22,43,8,0,2,31,57,0.352,13,2,30,3,0.32,4,3,"2","2"
"1647","TIM","MCGUIRE","Sacred Heart","49","44",0.264,0.668,163,29,43,5,0,0,20,48,0.294,22,8,42,0,0.374,2,5,"4","5"
"1648","MIKE","DORCEAN","Coppin State","46","37",0.264,0.851,129,28,34,8,0,4,24,54,0.419,25,14,38,5,0.432,1,1,"2","2"
"1649","BRIAN","NICOLAS","Coppin State","50","48",0.262,0.67,172,26,45,4,3,1,20,58,0.337,18,2,43,5,0.333,3,4,"10","12"
"1650","COREY","MILEY","Coppin State","36","27",0.261,0.719,92,17,24,4,1,0,5,30,0.326,20,0,19,1,0.393,0,1,"2","2"
"1651","MATTHEWS","MATEO","Wagner","52","41",0.258,0.822,151,24,39,9,0,7,28,69,0.457,20,6,37,4,0.365,1,1,"0","0"
"1652","SANTARPIA","STEPHEN","Merrimack","44","34",0.255,0.649,110,19,28,4,0,1,15,35,0.318,12,2,33,1,0.331,3,5,"2","2"
"1653","JUSTIN","JOURNETTE","Norfolk State","49","49",0.254,0.805,173,26,44,7,2,8,27,79,0.457,23,3,75,2,0.348,2,0,"4","5"
"1654","WERNER","TJ","FDU","45","42",0.254,0.692,142,23,36,9,1,0,19,47,0.331,22,3,39,0,0.361,2,3,"6","10"
"1655","CAM","MAZELL","Norfolk State","48","44",0.253,0.697,166,17,42,11,0,3,26,62,0.373,16,2,50,2,0.324,1,0,"0","1"
"1656","ALEX","MCCOY","Maryland Eastern Shore","53","52",0.253,0.704,190,35,48,7,1,3,24,66,0.347,17,14,45,2,0.357,0,0,"23","27"
"1657","GASPAR","TAYLOR","Stonehill","44","41",0.25,0.767,136,22,34,7,1,4,24,55,0.404,14,10,42,2,0.363,0,0,"2","3"
"1658","MARSHALL","JACK","Stonehill","47","47",0.247,0.678,158,18,39,11,0,1,16,53,0.335,15,8,37,2,0.343,0,4,"2","4"
"1659","JACK","POWER","LIU","51","49",0.246,0.872,171,39,42,7,3,8,31,79,0.462,38,11,62,2,0.41,2,0,"4","7"
"1660","ROBERT","FARRUGGIO","Sacred Heart","43","39",0.245,0.721,143,22,35,6,0,4,38,53,0.371,14,13,45,5,0.35,7,3,"1","3"
"1661","RAPHAEL","RODRIGUEZ","Norfolk State","49","47",0.242,0.708,178,26,43,7,1,4,17,64,0.36,27,3,76,1,0.348,2,1,"6","8"
"1662","SIERRA","JUSTIN","FDU","52","52",0.24,0.706,208,42,50,9,2,5,42,78,0.375,19,10,55,1,0.331,2,7,"32","36"
"1663","JACOB","COUNCIL","Norfolk State","46","45",0.238,0.731,160,19,38,7,3,4,21,63,0.394,11,14,58,1,0.337,2,0,"3","3"
"1664","NELSON","BEN","Merrimack","43","41",0.236,0.64,140,17,33,8,0,0,18,41,0.293,10,15,25,0,0.347,2,2,"0","0"
"1665","BRANDON","CLEVELAND","Norfolk State","41","36",0.234,0.57,137,21,32,5,0,0,11,37,0.27,9,4,33,2,0.3,0,2,"9","12"
"1666","LUKE","MYERS","Maryland Eastern Shore","54","52",0.232,0.632,155,28,36,4,0,0,16,40,0.258,35,2,19,0,0.374,3,11,"6","12"
"1667","ZACK","KOVALCHIK","Sacred Heart","56","56",0.231,0.703,221,41,51,10,1,6,34,81,0.367,22,14,41,5,0.336,2,3,"13","18"
"1668","GNARDELLIS","NICK","Delaware State","40","37",0.228,0.797,145,25,33,9,0,9,25,69,0.476,11,10,45,1,0.321,2,0,"2","3"
"1669","BRIAN","CORDELL","Maryland Eastern Shore","39","37",0.227,0.689,141,26,32,2,1,5,26,51,0.362,18,4,35,0,0.327,2,3,"13","16"
"1670","MARTINEZ","HENRY","Wagner","43","6",0.222,0.682,36,8,8,1,0,1,4,12,0.333,5,2,8,0,0.349,0,1,"0","2"
"1671","RYAN","HOWE","Maryland Eastern Shore","39","34",0.22,0.593,127,13,28,11,0,0,21,39,0.307,7,5,23,2,0.286,1,1,"3","5"
"1672","RILEY","HORNER","Maryland Eastern Shore","40","27",0.22,0.594,82,13,18,2,1,0,10,22,0.268,9,4,26,0,0.326,0,8,"3","4"
"1673","DOUGLAS","RYAN","Stonehill","40","34",0.218,0.601,87,15,19,1,1,1,10,25,0.287,13,0,24,4,0.314,2,2,"3","3"
"1674","DILLON","OXYER","Maryland Eastern Shore","53","53",0.215,0.586,195,28,42,12,0,1,14,57,0.292,21,2,52,4,0.294,3,10,"6","9"
"1675","JOEY","SKARAD","Sacred Heart","49","39",0.213,0.695,141,26,30,8,1,2,24,46,0.326,20,16,42,6,0.369,2,5,"2","4"
"1676","RODRIGUEZ","ALEC","Delaware State","40","38",0.213,0.686,141,18,30,4,3,5,25,55,0.39,15,2,41,4,0.296,1,1,"2","2"
"1677","KYLE","CINCINNATI","Maryland Eastern Shore","50","47",0.212,0.54,156,21,33,1,0,0,16,34,0.218,21,5,27,4,0.322,1,8,"4","4"
"1678","ROBERTI","CHRIS","Stonehill","42","41",0.207,0.584,140,14,29,8,0,1,10,40,0.286,12,7,35,5,0.298,2,0,"3","4"
"1679","MAYES","II","Maryland Eastern Shore","46","42",0.199,0.599,151,21,30,9,0,2,13,45,0.298,17,6,28,2,0.301,2,7,"8","13"
"1680","GEMELLI","CHRISTIAN","Merrimack","40","37",0.194,0.63,134,24,26,6,1,2,25,40,0.299,26,3,38,0,0.331,3,0,"4","4"
"1681","SWANHOLM","MIKE","Stonehill","41","38",0.186,0.615,118,18,22,2,2,3,12,37,0.314,16,5,42,2,0.301,4,6,"0","0"
"1682","CAMACHO","ARIV","Wagner","55","45",0.178,0.524,146,26,26,8,3,0,21,40,0.274,13,3,37,2,0.25,6,9,"8","8"
"1683","BRIAN","O'BOYLE","LIU","38","37",0.171,0.537,117,19,20,1,0,2,17,27,0.231,21,3,46,3,0.306,3,5,"2","2"
"1684","CHRISTOPHER","HUND","LIU","51","49",0.167,0.572,174,30,29,7,0,5,26,51,0.293,18,9,61,1,0.279,0,5,"8","8"
"1685","NICO","BAUMBACH","Little Rock","52","52",0.372,1.096,199,43,74,10,1,14,52,128,0.643,27,6,27,6,0.453,4,0,"3","6"
"1686","TYLER","WILLIAMS","Little Rock","52","52",0.363,1.007,223,46,81,11,7,9,42,133,0.596,14,4,42,2,0.411,0,0,"23","29"
"1687","BRENNAN","ORF","SIUE","53","53",0.351,1.265,191,73,67,17,2,19,48,145,0.759,54,7,40,1,0.506,1,0,"12","13"
"1688","ANDREW","FERNANDEZ","UT Martin","54","54",0.348,0.951,230,42,80,21,0,9,53,128,0.557,17,2,33,4,0.394,2,3,"4","5"
"1689","JACKSON","FELTNER","Morehead State","56","56",0.348,1.129,207,60,72,15,3,14,47,135,0.652,49,6,45,1,0.477,4,0,"5","7"
"1690","MAC","DANFORD","UT Martin","44","44",0.347,1.001,173,26,60,14,1,10,44,106,0.613,8,5,39,2,0.388,2,0,"3","7"
"1691","LUKE","PECTOL","Little Rock","49","49",0.346,0.962,191,37,66,14,3,7,36,107,0.56,17,3,33,1,0.402,3,0,"2","4"
"1692","JACOB","FERRY","Morehead State","25","12",0.341,1.056,44,11,15,3,0,3,10,27,0.614,6,2,11,0,0.442,0,0,"0","1"
"1693","NICHO","JORDAN","Tennessee Tech","39","33",0.339,1.065,121,25,41,9,1,9,25,79,0.653,14,1,44,1,0.412,0,1,"1","3"
"1694","JARED","EVANS","Eastern Illinois","41","13",0.339,1.018,62,15,21,5,0,3,12,35,0.565,13,0,19,0,0.453,0,0,"0","0"
"1695","RYAN","IGNOFFO","Eastern Illinois","59","59",0.335,1.031,236,65,79,13,2,15,60,141,0.597,36,9,24,5,0.434,5,0,"29","31"
"1696","RYLEY","PREECE","Morehead State","56","56",0.335,1.193,218,73,73,15,5,21,53,161,0.739,48,1,55,3,0.454,2,1,"21","28"
"1697","JOE","COPELAND","Lindenwood","48","46",0.333,0.901,171,20,57,13,1,5,32,87,0.509,14,3,24,1,0.392,1,0,"2","2"
"1698","COLTON","BECKER","Morehead State","56","56",0.332,0.988,211,44,70,17,4,9,51,122,0.578,28,2,44,0,0.41,3,3,"22","22"
"1699","BLAZE","BELL","UT Martin","53","53",0.328,0.871,195,28,64,18,3,1,22,91,0.467,22,4,40,5,0.404,2,2,"1","2"
"1700","BRAEDYN","BREWER","SIUE","30","13",0.328,0.805,61,9,20,6,0,0,11,26,0.426,4,1,14,3,0.379,0,4,"1","2"
"1701","JOHN","DYER","Tennessee Tech","55","54",0.324,1.123,207,51,67,11,0,23,45,147,0.71,22,11,49,2,0.413,2,0,"0","1"
"1702","PARKER","STROH","Southern Indiana","33","23",0.322,0.92,87,17,28,6,0,3,19,43,0.494,13,5,25,0,0.426,3,2,"0","0"
"1703","BRADY","BUNTEN","SIUE","46","46",0.322,0.92,180,23,58,20,1,5,46,95,0.528,19,3,43,2,0.392,2,0,"1","1"
"1704","TUCKER","EBEST","Southern Indiana","49","49",0.321,1.006,184,43,59,9,1,12,53,106,0.576,34,6,32,2,0.43,6,0,"1","3"
"1705","CALEB","HOBSON","UT Martin","56","56",0.318,0.929,214,55,68,9,6,6,39,107,0.5,38,6,47,2,0.429,3,2,"36","41"
"1706","ZAC","RICE","UT Martin","46","45",0.317,0.937,161,38,51,17,1,6,24,88,0.547,19,1,34,2,0.39,1,4,"12","15"
"1707","ALEX","SEGUINE","Little Rock","49","49",0.316,0.844,193,40,61,10,1,4,32,85,0.44,27,3,32,2,0.404,2,3,"2","3"
"1708","MATTHEW","KLEIN","SIUE","21","6",0.316,0.718,38,6,12,2,0,0,4,14,0.368,2,0,11,1,0.35,0,0,"0","0"
"1709","DOMINIC","DILELLO","Eastern Illinois","26","8",0.314,0.855,35,11,11,0,0,1,9,14,0.4,8,1,11,0,0.455,0,1,"1","1"
"1710","PRESTON","FORD","Tennessee Tech","51","47",0.312,0.811,189,23,59,6,0,6,25,83,0.439,16,2,28,4,0.372,0,0,"1","1"
"1711","DANNY","SPERLING","Southeast Missouri","43","38",0.312,0.804,125,19,39,5,0,1,21,47,0.376,20,6,19,1,0.428,1,3,"1","3"
"1712","LUCAS","MCNEW","Southern Indiana","55","55",0.31,0.865,210,44,65,11,2,5,44,95,0.452,32,8,43,0,0.413,4,0,"4","7"
"1713","HAYDEN","GILLILAND","Tennessee Tech","50","50",0.309,0.976,178,35,55,8,0,10,32,93,0.522,44,4,27,5,0.454,1,0,"0","0"
"1714","GRANT","LASHURE","Eastern Illinois","47","43",0.309,0.781,165,23,51,11,0,0,34,62,0.376,18,10,29,1,0.405,2,5,"1","1"
"1715","LINCOLN","RILEY","Eastern Illinois","59","59",0.307,0.847,231,51,71,11,2,4,38,98,0.424,27,23,36,0,0.423,5,3,"18","20"
"1716","JA'LIL","AKBAR","Eastern Illinois","31","21",0.306,0.776,62,14,19,2,0,1,6,24,0.387,8,1,16,0,0.389,1,7,"0","2"
"1717","LOGAN","EICKHOFF","Eastern Illinois","47","44",0.304,0.77,171,33,52,6,2,1,23,65,0.38,17,7,26,1,0.39,0,5,"25","28"
"1718","JEVON","MASON","Southeast Missouri","54","52",0.304,0.902,214,55,65,10,1,10,38,107,0.5,27,9,57,4,0.402,1,1,"12","13"
"1719","JOSH","CAMERON","Southeast Missouri","56","56",0.304,1.037,217,52,66,14,4,16,51,136,0.627,28,11,55,2,0.41,0,3,"13","14"
"1720","ROMAN","KUNTZ","Morehead State","56","56",0.304,0.978,207,49,63,15,0,14,54,120,0.58,30,5,59,2,0.398,4,2,"0","2"
"1721","NOAH","BREWER","Little Rock","47","44",0.301,0.802,156,31,47,15,0,1,20,65,0.417,13,10,46,6,0.385,3,0,"1","1"
"1722","ANDREW","PICKERING","Little Rock","30","9",0.3,0.826,40,5,12,3,0,0,2,15,0.375,7,4,17,2,0.451,0,0,"3","5"
"1723","WILL","SMITH","UT Martin","54","53",0.3,0.796,203,45,61,11,2,2,27,82,0.404,30,2,40,8,0.392,2,1,"9","11"
"1724","HUNTER","MCLEAN","UT Martin","48","45",0.3,0.918,150,33,45,9,1,4,23,68,0.453,28,19,46,2,0.465,1,2,"7","10"
"1725","SKYLER","TREVINO","Little Rock","54","54",0.297,1.002,192,50,57,10,0,15,46,112,0.583,39,3,69,2,0.419,2,0,"8","12"
"1726","REN","TACHIOKA","Southern Indiana","55","55",0.296,0.8,206,40,61,8,3,2,30,81,0.393,33,7,31,2,0.407,2,8,"15","21"
"1727","DREW","TAYLOR","Southern Indiana","33","26",0.295,0.908,88,24,26,4,1,3,14,41,0.466,17,7,21,0,0.442,1,0,"3","4"
"1728","NICHOLAS","RUCKER","Eastern Illinois","53","48",0.295,0.875,183,36,54,13,0,6,29,85,0.464,31,7,50,0,0.411,3,3,"2","2"
"1729","AVERY","OWUSU-ASIEDU","SIUE","53","53",0.293,0.986,205,43,60,12,2,15,48,121,0.59,28,7,51,2,0.396,0,0,"24","26"
"1730","PEYTON","LEEPER","Southeast Missouri","56","55",0.291,0.962,179,47,52,11,2,9,38,94,0.525,36,12,28,4,0.437,2,4,"7","8"
"1731","EVAN","KAHRE","Southern Indiana","44","44",0.289,0.783,180,37,52,8,3,2,23,72,0.4,23,5,58,0,0.383,1,0,"12","12"
"1732","TRENT","ROBINSON","Southern Indiana","22","8",0.286,0.715,7,1,2,1,0,0,1,3,0.429,0,0,3,0,0.286,0,0,"1","2"
"1733","LINCOLN","ANDREWS","Southeast Missouri","49","49",0.286,0.78,185,24,53,10,0,5,43,78,0.422,16,7,45,2,0.358,4,1,"0","0"
"1734","CHANCE","RESETICH","Southeast Missouri","54","50",0.285,0.815,200,44,57,11,4,5,37,91,0.455,11,13,41,6,0.36,1,6,"6","10"
"1735","CHRISTIAN","BERNABE","Little Rock","42","35",0.284,0.654,134,16,38,2,0,0,21,40,0.299,10,6,24,2,0.355,2,5,"1","2"
"1736","TROY","BAUNSGARD","Tennessee Tech","52","51",0.284,0.886,194,42,55,9,1,9,30,93,0.479,36,5,34,5,0.407,1,1,"1","2"
"1737","COLE","GOBER","Eastern Illinois","56","49",0.279,0.801,204,34,57,8,2,8,30,93,0.456,15,6,48,3,0.345,1,6,"5","5"
"1738","RICARDO","VAN GRIEKEN","Southern Indiana","45","45",0.277,0.804,148,35,41,5,0,1,13,49,0.331,32,24,30,0,0.473,1,5,"1","1"
"1739","AUSTIN","TURNER","Tennessee Tech","48","40",0.276,0.761,156,30,43,6,0,3,17,58,0.372,27,2,51,1,0.389,0,3,"3","6"
"1740","JACK","CULUMOVIC","UT Martin","48","44",0.276,0.889,163,30,45,8,1,10,45,85,0.521,22,3,49,2,0.368,2,3,"0","0"
"1741","JOEY","HAGEN","Eastern Illinois","26","13",0.275,0.71,51,7,14,3,0,0,4,17,0.333,8,1,13,1,0.377,1,0,"2","5"
"1742","CHASE","BLOOMER","SIUE","43","41",0.275,0.699,149,24,41,10,0,1,17,54,0.362,13,1,34,1,0.337,0,4,"3","3"
"1743","DAWSON","HOKUF","Lindenwood","50","46",0.274,0.771,175,26,48,9,1,5,26,74,0.423,13,8,30,4,0.348,2,2,"0","2"
"1744","KYLE","RATLIFF","SIUE","47","45",0.274,0.863,164,25,45,4,1,11,36,84,0.512,19,2,75,0,0.351,3,1,"11","12"
"1745","KOLTEN","POORMAN","Eastern Illinois","51","43",0.273,0.757,172,27,47,8,0,5,40,70,0.407,22,0,27,3,0.35,3,4,"0","0"
"1746","EDDIE","GARZA","Tennessee Tech","48","46",0.272,0.744,180,26,49,7,0,6,21,74,0.411,16,2,34,5,0.333,3,0,"1","2"
"1747","RYAN","GRABOSCH","Morehead State","24","24",0.27,0.765,74,13,20,4,1,2,9,32,0.432,3,4,14,2,0.333,0,1,"0","0"
"1748","JAXSON","ANDERSON","Little Rock","21","11",0.264,0.599,53,5,14,1,0,0,4,15,0.283,4,0,17,0,0.316,0,0,"0","0"
"1749","PEYTON","MILLS","Tennessee Tech","55","55",0.264,0.955,212,44,56,13,1,17,60,122,0.575,33,8,70,2,0.38,2,0,"0","0"
"1750","CALEB","NIEHAUS","Southern Indiana","55","53",0.263,0.698,213,27,56,10,3,3,46,81,0.38,14,5,50,0,0.318,4,0,"7","9"
"1751","NICK","GOODEN","Morehead State","52","51",0.262,0.742,202,36,53,9,1,6,38,82,0.406,14,9,47,3,0.336,1,1,"2","5"
"1752","LANDON","WILLBRAND","Lindenwood","36","22",0.261,0.711,88,15,23,4,1,2,15,35,0.398,5,2,23,1,0.313,1,0,"4","6"
"1753","COLIN","SHEA","Lindenwood","32","20",0.26,0.647,77,16,20,5,1,0,7,27,0.351,4,0,13,1,0.296,0,2,"4","5"
"1754","MARCUS","HEUSOHN","Lindenwood","55","54",0.259,0.751,193,29,50,6,3,3,19,71,0.368,35,5,49,3,0.383,2,2,"8","11"
"1755","ANTHONY","STELLATO","Lindenwood","46","42",0.258,0.647,128,15,33,3,0,1,13,39,0.305,17,0,31,2,0.342,1,1,"4","6"
"1756","TY","RHOADES","Little Rock","52","52",0.257,0.708,191,31,49,4,3,4,32,71,0.372,20,3,40,6,0.336,0,0,"2","4"
"1757","NICK","SPARDONE","Tennessee Tech","22","18",0.254,0.717,63,8,16,0,0,2,11,22,0.349,8,4,17,1,0.368,1,1,"1","1"
"1758","LOGAN","CASTLEMAN","Morehead State","32","15",0.25,0.817,52,13,13,3,1,2,14,24,0.462,7,2,14,2,0.355,1,0,"5","6"
"1759","GUNNAR","DOYLE","Southeast Missouri","27","16",0.246,0.722,57,9,14,2,0,1,8,19,0.333,12,2,21,0,0.389,1,1,"1","2"
"1760","TANNER","SHIVER","Tennessee Tech","25","9",0.244,0.706,41,4,10,4,0,0,5,14,0.341,9,0,13,0,0.365,2,1,"1","2"
"1761","DREW","MIZE","SIUE","49","48",0.244,0.732,176,39,43,7,0,6,25,68,0.386,25,3,30,4,0.346,1,2,"2","6"
"1762","CARTER","OWENS","Morehead State","37","25",0.243,0.788,103,18,25,6,2,3,11,44,0.427,17,2,34,0,0.361,0,1,"2","5"
"1763","CHRIS","WORCESTER","Eastern Illinois","42","36",0.242,0.71,128,22,31,12,0,2,18,49,0.383,14,3,20,2,0.327,2,5,"5","7"
"1764","JOSH","OHL","SIUE","44","43",0.242,0.689,165,32,40,7,1,3,18,58,0.352,19,5,34,3,0.337,1,3,"6","9"
"1765","ETHAN","WILLOUGHBY","SIUE","26","15",0.242,0.718,66,8,16,2,1,2,9,26,0.394,8,0,15,2,0.324,0,2,"1","3"
"1766","OLE","ARNTSON","SIUE","49","46",0.24,0.624,179,17,43,6,1,3,25,60,0.335,13,0,42,3,0.289,2,2,"0","0"
"1767","LUCAS","DILUCA","Eastern Illinois","52","43",0.237,0.706,135,26,32,7,0,1,19,42,0.311,33,5,20,0,0.395,4,12,"7","7"
"1768","BRETT","GRABER","Southeast Missouri","50","49",0.234,0.661,184,32,43,11,0,4,29,66,0.359,12,6,45,4,0.302,0,3,"1","4"
"1769","GAVIN","MCLARTY","Southern Indiana","35","14",0.233,0.734,60,8,14,1,0,1,13,18,0.3,12,10,20,0,0.434,1,2,"1","1"
"1770","THEO","BRYANT IV","Tennessee Tech","50","46",0.233,0.675,163,24,38,8,0,3,24,55,0.337,25,3,50,3,0.338,4,0,"7","8"
"1771","GREG","SANDERS","Lindenwood","40","32",0.231,0.614,117,17,27,4,0,1,10,34,0.291,12,4,25,2,0.323,0,2,"5","6"
"1772","JONAH","WICHMAN","UT Martin","18","12",0.231,0.644,52,7,12,2,0,1,5,17,0.327,4,3,15,0,0.317,1,0,"0","0"
"1773","LOGAN","STEVENS","Lindenwood","45","39",0.23,0.709,139,15,32,9,2,3,29,54,0.388,16,4,45,2,0.321,3,1,"4","4"
"1774","BEN","GALLAHER","Eastern Illinois","23","16",0.23,0.581,61,9,14,2,0,0,8,16,0.262,6,2,16,3,0.319,0,1,"1","1"
"1775","CHASE","VINSON","Morehead State","56","55",0.229,0.781,201,38,46,5,1,13,43,92,0.458,22,8,53,2,0.323,4,2,"2","3"
"1776","ROBBY","TAUL","Eastern Illinois","46","20",0.225,0.575,80,13,18,4,0,0,8,22,0.275,9,0,21,1,0.3,1,5,"1","1"
"1777","NICK","TERRELL","SIUE","23","18",0.222,0.676,63,12,14,3,0,2,11,23,0.365,8,1,11,0,0.311,2,1,"2","2"
"1778","JACK","ELLIS","Southern Indiana","43","38",0.221,0.732,131,26,29,4,1,4,26,47,0.359,29,4,40,1,0.373,2,2,"3","4"
"1779","JACKSON","GREEN","Tennessee Tech","30","9",0.22,0.617,41,8,9,1,0,0,3,10,0.244,9,1,12,0,0.373,0,1,"3","4"
"1780","SAM","KISSANE","Lindenwood","37","17",0.219,0.609,73,10,16,3,1,0,7,21,0.288,8,3,22,0,0.321,0,1,"4","7"
"1781","TYSON","LUDWIG","Lindenwood","54","53",0.218,0.689,165,34,36,6,2,1,15,49,0.297,35,12,40,1,0.392,0,3,"13","15"
"1782","BEN","PALMER","Southeast Missouri","30","20",0.214,0.537,70,11,15,1,0,1,9,19,0.271,5,1,20,2,0.266,3,4,"1","2"
"1783","BEN","HARMON","Little Rock","27","11",0.209,0.637,43,15,9,1,1,0,5,12,0.279,3,7,13,0,0.358,0,0,"3","3"
"1784","BRADLEY","CHESTERTON","Lindenwood","34","24",0.208,0.522,96,7,20,5,0,0,7,25,0.26,6,1,17,4,0.262,0,2,"0","1"
"1785","STEVEN","MOLINET","Southern Indiana","32","24",0.203,0.649,74,15,15,4,0,0,11,19,0.257,15,8,22,1,0.392,0,2,"4","7"
"1786","JAKE","WRIGHT","Little Rock","43","41",0.2,0.671,130,19,26,3,0,5,22,44,0.338,19,7,32,2,0.333,0,2,"11","13"
"1787","JOHN","STALLCUP","SIUE","43","38",0.2,0.578,125,12,25,6,0,1,9,34,0.272,11,8,26,5,0.306,0,1,"0","0"
"1788","NATE","SELF","UT Martin","28","23",0.198,0.617,86,10,17,3,0,3,14,29,0.337,9,2,30,4,0.28,3,4,"0","1"
"1789","CARLOS","ARANDA","Southeast Missouri","45","38",0.198,0.764,126,31,25,3,0,7,27,49,0.389,23,15,45,5,0.375,4,0,"4","6"
"1790","BRETT","BOWERS","Lindenwood","42","35",0.197,0.667,117,18,23,6,0,2,15,35,0.299,29,4,48,1,0.368,2,0,"1","2"
"1791","NOLAN","COOK","Southern Indiana","42","27",0.196,0.5,92,12,18,2,0,1,4,23,0.25,5,2,30,1,0.25,1,2,"1","3"
"1792","NOLAN","ACKERMAN","Southeast Missouri","44","39",0.196,0.507,138,14,27,6,0,0,10,33,0.239,12,2,27,5,0.268,1,7,"0","0"
"1793","TYLER","KAPUST","Southern Indiana","18","10",0.194,0.55,31,3,6,1,0,0,4,7,0.226,3,3,10,0,0.324,0,2,"0","1"
"1794","ISAIAS","GUZMAN","Morehead State","42","41",0.194,0.63,139,19,27,3,0,7,20,51,0.367,13,1,59,0,0.263,3,2,"1","1"
"1795","DYLAN","DRUMKE","Eastern Illinois","24","4",0.19,0.702,21,4,4,1,0,1,6,8,0.381,4,1,1,0,0.321,2,0,"0","0"
"1796","CALEB","RODGERS","Southeast Missouri","26","17",0.186,0.534,59,4,11,0,0,2,8,17,0.288,5,0,17,1,0.246,1,0,"0","0"
"1797","LOGAN","SMITH","SIUE","26","14",0.18,0.486,50,11,9,0,0,0,4,9,0.18,7,3,6,4,0.306,2,1,"0","0"
"1798","CARTER","SAKAMOTO","Morehead State","41","31",0.179,0.56,95,22,17,2,0,2,10,25,0.263,14,2,28,1,0.297,0,4,"3","4"
"1799","ETHAN","ABERCROMBIE","Lindenwood","43","33",0.173,0.469,110,9,19,1,0,2,14,26,0.236,4,5,38,0,0.233,1,1,"0","1"
"1800","WILL","LONG","Tennessee Tech","38","28",0.165,0.588,97,14,16,3,1,1,8,24,0.247,21,5,41,2,0.341,0,0,"0","0"
"1801","DANIEL","LOPEZ","Southern Indiana","18","10",0.158,0.473,38,8,6,1,0,0,2,7,0.184,7,0,8,0,0.289,0,1,"0","0"
"1802","KYLE","BARTMAN","Morehead State","19","14",0.15,0.492,40,6,6,2,0,0,2,8,0.2,6,2,17,0,0.292,0,2,"0","0"
"1803","PRESTON","SALAZAR","Lindenwood","21","17",0.143,0.286,14,0,2,0,0,0,1,2,0.143,0,0,5,0,0.143,0,0,"0","0"
"1804","CAMERON","BRADY","UT Martin","22","20",0.143,0.502,63,11,9,2,0,1,2,14,0.222,10,2,21,2,0.28,0,3,"0","0"
"1805","SLADE","TAYLOR","UT Martin","33","27",0.141,0.401,92,9,13,0,0,2,8,19,0.207,5,1,17,4,0.194,0,6,"0","0"
"1806","SEAN","LYNCH JR.","Eastern Illinois","19","0",0.125,0.837,8,13,1,0,1,0,3,3,0.375,4,1,2,0,0.462,0,0,"0","0"
"1807","AMBROSE","RUSSO","Lindenwood","27","13",0.104,0.413,48,7,5,0,0,1,4,8,0.167,8,1,20,0,0.246,0,0,"3","3"
"1808","ALEX","ARCHULETA","Southern Indiana","24","12",0.088,0.403,34,4,3,0,1,0,3,5,0.147,8,0,15,0,0.256,1,1,"1","1"
"1809","WILL","LANXON","Lindenwood","21","4",0.077,0.277,26,2,2,0,0,0,3,2,0.077,4,0,12,1,0.2,0,0,"0","0"
"1810","KEVIN","DUBRULE","Army West Point","56","56",0.405,1.071,227,52,92,19,1,9,68,140,0.617,18,8,12,6,0.454,7,4,"2","4"
