"","FirstName","LastName","Team","GP","GS","AVG","OPS","AB","R","H","X2B","X3B","HR","RBI","TB","SLG","BB","HBP","SO","GDP","OBP","SF","SH","SB","SB_ATT"
"1811","PATRIZI","DOM","Lehigh","37","28",0.381,0.888,97,25,37,5,0,0,14,42,0.433,11,2,23,0,0.455,0,3,"6","6"
"1812","ROSS","FRIEDRICK","Army West Point","56","56",0.368,1.101,228,58,84,15,0,17,59,150,0.658,28,4,42,5,0.443,2,1,"0","0"
"1813","ANTHONY","SHERWIN","Bucknell","38","38",0.362,1.053,141,42,51,14,3,3,29,80,0.567,32,3,30,4,0.486,1,0,"3","3"
"1814","CHRIS","KLEIN","Bucknell","34","24",0.346,0.837,78,7,27,6,0,0,7,33,0.423,7,2,15,1,0.414,0,4,"0","0"
"1815","ROTHER","CASEY","Lehigh","50","50",0.342,1.101,193,41,66,17,1,15,64,130,0.674,28,3,39,5,0.427,3,0,"4","4"
"1816","SEAN","KEYS","Bucknell","47","47",0.339,1.123,168,35,57,16,1,13,61,114,0.679,24,10,30,4,0.444,3,0,"3","3"
"1817","ALEX","SMITH","Navy","50","50",0.326,0.847,187,32,61,12,0,4,24,85,0.455,16,5,20,5,0.392,1,1,"2","2"
"1818","BRADEN","GOLINSKI","Army West Point","56","56",0.323,0.993,220,52,71,16,3,13,52,132,0.6,25,1,37,2,0.393,1,4,"17","21"
"1819","YOUNG","TYLER","Lehigh","47","47",0.314,0.767,172,31,54,8,0,1,25,65,0.378,18,3,31,4,0.389,0,3,"4","6"
"1820","JACK","TOOMEY","Holy Cross","49","48",0.312,0.964,170,33,53,19,0,7,36,93,0.547,20,12,43,5,0.417,2,0,"3","5"
"1821","DEREK","BERG","Army West Point","55","55",0.312,0.95,231,66,72,15,3,12,44,129,0.558,27,6,59,4,0.392,4,2,"12","16"
"1822","KOHL","ANDREW","Lehigh","40","35",0.309,1,123,28,38,4,2,9,28,73,0.593,13,8,48,4,0.407,1,0,"6","7"
"1823","PERICH","RAFE","Lehigh","49","49",0.307,0.849,202,37,62,19,1,6,47,101,0.5,12,1,13,7,0.349,0,0,"3","3"
"1824","CHRIS","BAILLARGEON","Holy Cross","39","26",0.307,0.817,114,12,35,10,1,1,23,50,0.439,12,1,23,0,0.378,0,1,"1","2"
"1825","JACOB","CORSON","Bucknell","47","47",0.304,0.994,158,41,48,10,1,8,33,84,0.532,35,13,40,1,0.462,2,0,"1","4"
"1826","GORLA","JOE","Lehigh","40","37",0.302,0.911,129,26,39,7,0,7,18,67,0.519,11,8,37,2,0.392,0,0,"1","1"
"1827","KYLE","LYONS","Bucknell","46","46",0.301,0.673,163,27,49,4,0,0,12,53,0.325,10,3,33,4,0.348,2,2,"7","10"
"1828","SEAN","SCANLON","Holy Cross","51","51",0.297,0.967,172,39,51,18,0,6,36,87,0.506,38,16,45,1,0.461,2,0,"3","3"
"1829","SAM","RUTA","Army West Point","56","56",0.296,0.97,230,59,68,17,5,13,58,134,0.583,29,6,62,0,0.387,1,0,"2","4"
"1830","KYLE","RAUSCH","Navy","40","40",0.295,0.82,139,20,41,7,1,5,32,65,0.468,8,7,23,8,0.352,5,0,"1","3"
"1831","GRANT","VOYTOVICH","Bucknell","45","45",0.293,0.918,164,39,48,8,1,8,37,82,0.5,22,14,34,6,0.418,1,1,"9","11"
"1832","BROCK","MURTHA","Navy","50","49",0.287,0.802,164,28,47,8,2,3,27,68,0.415,22,6,36,3,0.387,2,1,"4","7"
"1833","LOGAN","KELLER","Navy","50","50",0.283,0.744,187,28,53,14,2,2,31,77,0.412,14,2,33,3,0.332,5,1,"1","1"
"1834","MICHAEL","ZARRILLO","Lafayette","51","49",0.28,0.905,175,33,49,9,1,10,33,90,0.514,29,3,52,2,0.391,0,0,"4","5"
"1835","CONNOR","COONEY","Holy Cross","49","47",0.279,0.764,172,41,48,8,0,1,29,59,0.343,38,4,40,3,0.421,0,1,"15","18"
"1836","EDUARDO","DIAZ","Navy","50","50",0.274,0.738,164,17,45,8,1,0,18,55,0.335,28,8,20,3,0.403,1,6,"2","4"
"1837","HENRY","MITCHELL","Navy","35","32",0.273,0.731,99,15,27,2,1,1,10,34,0.343,13,7,21,2,0.388,2,0,"1","1"
"1838","WHITLINGER","JAKE","Lehigh","49","49",0.273,0.746,183,47,50,9,1,2,22,67,0.366,22,10,25,4,0.38,1,6,"16","19"
"1839","SWEENEY","GERARD","Lehigh","49","48",0.269,0.715,182,26,49,6,0,5,27,70,0.385,15,3,41,4,0.33,3,1,"7","8"
"1840","BILLY","KENDER","Bucknell","45","45",0.265,0.679,166,27,44,5,2,1,23,56,0.337,18,2,35,2,0.342,1,1,"2","5"
"1841","PETE","CIUFFREDA","Lafayette","52","52",0.265,0.894,189,39,50,5,0,13,29,94,0.497,37,6,43,1,0.397,2,0,"11","13"
"1842","HUDSON","LEHNERTZ","Navy","40","32",0.257,0.691,101,20,26,4,0,1,6,33,0.327,15,2,20,0,0.364,0,2,"3","5"
"1843","ADDISON","AINSWORTH","Army West Point","51","47",0.257,0.749,144,31,37,6,1,1,18,48,0.333,29,11,36,0,0.416,1,5,"7","9"
"1844","SEIF","INGRAM","Lafayette","52","52",0.253,0.726,217,30,55,10,4,8,34,97,0.447,7,2,41,2,0.279,3,0,"6","10"
"1845","JAKE","MCELROY","Holy Cross","48","48",0.253,0.727,158,31,40,9,1,0,22,51,0.323,38,6,35,2,0.404,6,1,"6","6"
"1846","BRENDAN","JONES","Holy Cross","38","38",0.244,0.668,135,19,33,7,1,1,16,45,0.333,14,5,21,3,0.335,1,1,"3","7"
"1847","NICK","BURCH","Navy","50","48",0.243,0.773,169,33,41,11,5,3,27,71,0.42,21,9,32,3,0.353,2,3,"10","12"
"1848","TYLER","DUNN","Bucknell","47","45",0.237,0.676,173,25,41,13,1,2,33,62,0.358,12,10,23,6,0.318,3,0,"0","0"
"1849","BLAZE","FADIO","Lafayette","48","48",0.236,0.756,157,27,37,9,1,4,23,60,0.382,23,14,57,2,0.374,4,2,"11","12"
"1850","ETHAN","ELLIS","Army West Point","42","41",0.232,0.72,138,29,32,6,0,4,25,50,0.362,14,13,25,2,0.358,0,2,"2","3"
"1851","JUSTIN","GRECH","Lafayette","46","44",0.231,0.798,134,18,31,8,1,5,19,56,0.418,27,5,34,1,0.38,0,0,"10","12"
"1852","CONNOR","PEEK","Holy Cross","36","30",0.231,0.631,108,22,25,4,1,0,10,31,0.287,16,3,13,4,0.344,1,2,"3","3"
"1853","COLIN","SMITH","Navy","47","45",0.23,0.632,165,19,38,9,0,4,23,59,0.358,9,1,22,1,0.274,0,2,"5","6"
"1854","BEN","PETRONE","Lafayette","37","32",0.224,0.625,116,16,26,5,1,2,10,39,0.336,8,3,35,0,0.289,1,1,"6","8"
"1855","ZANE","RABA","Navy","42","22",0.222,0.56,72,8,16,3,0,0,9,19,0.264,8,0,25,1,0.296,1,0,"1","3"
"1856","KYLE","CHMIELEWSKI","Lafayette","49","44",0.221,0.652,145,21,32,10,1,2,18,50,0.345,15,3,46,4,0.307,0,3,"1","2"
"1857","BRET","COPELAND","Army West Point","41","28",0.188,0.523,96,9,18,6,0,0,12,24,0.25,9,3,39,0,0.273,2,1,"2","2"
"1858","CHRIS","BENTON","Holy Cross","36","30",0.184,0.68,98,15,18,4,0,4,13,34,0.347,16,7,34,1,0.333,2,0,"0","0"
"1859","JAKE","WORTMAN","Bucknell","35","25",0.182,0.538,77,12,14,2,0,0,6,16,0.208,15,2,17,4,0.33,0,1,"0","0"
"1860","REED","CHUMLEY","HCU","40","39",0.392,1.18,158,38,62,19,0,11,36,114,0.722,15,5,36,2,0.458,1,0,"1","2"
"1861","XANE","WASHINGTON","Nicholls","57","57",0.378,1.03,222,51,84,18,4,4,46,122,0.55,32,15,43,0,0.48,4,2,"16","19"
"1862","MICHAEL","DATTALO","Northwestern State","56","56",0.372,1.008,223,44,83,18,0,8,39,125,0.561,27,7,20,4,0.447,5,0,"2","4"
"1863","JIMMY","DELEON","UIW","53","52",0.361,0.971,202,36,73,10,1,7,35,106,0.525,25,6,27,4,0.446,0,2,"2","5"
"1864","SAMUEL","BENJAMIN","HCU","47","44",0.354,1.06,175,36,62,14,1,11,48,111,0.634,14,10,43,1,0.426,3,1,"7","10"
"1865","BRENDAN","RYAN","A&M-Corpus Christi","54","54",0.344,0.981,224,48,77,13,9,7,40,129,0.576,9,16,46,0,0.405,3,0,"20","29"
"1866","TRE","JONES","A&M-Corpus Christi","53","49",0.332,0.905,196,37,65,9,5,6,38,102,0.52,16,3,60,1,0.385,3,0,"8","10"
"1867","EDGAR","ALVAREZ","Nicholls","54","54",0.33,0.951,218,41,72,17,3,7,39,116,0.532,31,3,36,6,0.419,1,0,"0","1"
"1868","MITCHELL","SANFORD","New Orleans","60","59",0.324,0.91,213,35,69,10,3,8,60,109,0.512,24,4,53,2,0.398,3,0,"6","8"
"1869","GARRETT","FELIX","Nicholls","54","50",0.32,0.851,203,30,65,17,1,3,31,93,0.458,20,5,39,4,0.393,1,1,"9","9"
"1870","TANNER","WILSON","Lamar","44","40",0.319,0.773,138,26,44,4,0,0,15,48,0.348,15,12,16,1,0.425,2,1,"9","12"
"1871","TRISTAN","MOORE","New Orleans","58","55",0.318,1.043,217,61,69,9,3,19,55,141,0.65,22,6,51,3,0.393,2,0,"3","3"
"1872","JAKE","HAZE","Northwestern State","54","52",0.317,0.902,189,36,60,15,2,4,42,91,0.481,27,9,36,3,0.421,3,1,"2","3"
"1873","RYAN","SNELL","Lamar","55","55",0.317,1.066,208,42,66,17,1,17,58,136,0.654,33,4,30,2,0.412,5,0,"2","2"
"1874","MAX","PULS","A&M-Corpus Christi","47","47",0.316,0.914,187,33,59,10,1,10,36,101,0.54,15,3,30,3,0.374,1,0,"5","7"
"1875","HERNAN","YANEZ","UIW","53","53",0.314,0.848,207,41,65,14,1,3,37,90,0.435,22,13,23,2,0.413,0,0,"1","1"
"1876","JOSH","LESLIE","McNeese","58","58",0.313,0.915,243,44,76,26,3,8,57,132,0.543,19,7,17,9,0.372,5,0,"21","25"
"1877","ANTHONY","HERRON JR","New Orleans","60","60",0.309,0.927,207,44,64,14,1,8,38,104,0.502,36,7,48,5,0.425,2,1,"2","5"
"1878","TYLER","BISCHKE","New Orleans","60","60",0.309,0.927,236,58,73,16,0,12,54,125,0.53,30,5,54,7,0.397,1,2,"2","3"
"1879","TRE'","OBREGON III","McNeese","57","57",0.309,0.86,217,35,67,21,0,5,44,103,0.475,20,12,31,1,0.385,8,0,"8","9"
"1880","BEN","MACNAUGHTON","Lamar","51","51",0.308,0.736,211,38,65,8,1,0,22,75,0.355,21,5,36,5,0.381,2,3,"26","31"
"1881","C.","SMITH-JOHNSON","A&M-Corpus Christi","45","39",0.308,0.726,143,36,44,5,1,0,11,51,0.357,3,11,38,0,0.369,0,6,"7","8"
"1882","DIEGO","JOHNSON","A&M-Corpus Christi","54","54",0.307,0.782,199,37,61,10,2,0,29,75,0.377,33,2,26,4,0.405,3,4,"9","11"
"1883","AUSTIN","ROCCAFORTE","HCU","43","43",0.305,0.804,164,34,50,8,0,2,25,64,0.39,24,8,25,7,0.414,2,4,"6","9"
"1884","REY","MENDOZA","UIW","54","53",0.304,0.906,204,48,62,7,0,11,61,102,0.5,36,3,47,4,0.406,6,1,"4","4"
"1885","ALEC","CARR","UIW","48","48",0.303,0.934,201,42,61,4,5,12,46,111,0.552,15,11,52,2,0.382,1,1,"10","14"
"1886","ISSAC","WILLIAMS","New Orleans","60","60",0.302,0.919,199,43,60,13,2,9,41,104,0.523,30,1,38,0,0.396,0,0,"4","6"
"1887","ETHAN","RUIZ","Lamar","53","52",0.299,0.831,194,30,58,14,0,7,36,93,0.479,13,5,43,7,0.352,4,1,"0","1"
"1888","MIGUEL","USECHE","New Orleans","55","55",0.298,0.895,198,47,59,16,2,6,36,97,0.49,29,10,41,4,0.405,5,1,"1","1"
"1889","TYLER","FINKE","Southeastern","50","50",0.293,0.862,188,47,55,12,2,4,34,83,0.441,27,17,35,1,0.421,3,3,"32","37"
"1890","GERADO","VILLARREAL","Nicholls","49","43",0.293,0.76,181,23,53,12,1,3,32,76,0.42,16,0,21,5,0.34,6,0,"2","3"
"1891","COOPER","HEXT","McNeese","57","57",0.291,0.879,223,51,65,11,6,8,41,112,0.502,23,9,56,3,0.377,2,3,"12","14"
"1892","DYLAN","LARUE","HCU","46","45",0.291,0.807,182,26,53,13,2,5,34,85,0.467,12,2,35,5,0.34,1,0,"3","4"
"1893","WES","TOUPS","Nicholls","45","45",0.291,0.883,158,31,46,11,1,6,22,77,0.487,19,9,43,3,0.396,1,1,"6","9"
"1894","PARKER","CODDOU","Nicholls","55","55",0.291,0.828,234,39,68,13,6,6,35,111,0.474,22,3,58,0,0.354,4,4,"9","11"
"1895","CHANCE","REISDORPH","A&M-Corpus Christi","50","45",0.285,0.739,172,28,49,8,2,2,29,67,0.39,13,5,30,2,0.349,2,2,"1","5"
"1896","JORGE","TEJEDA","New Orleans","47","37",0.284,0.991,116,25,33,5,1,9,38,67,0.578,17,9,23,1,0.413,1,6,"0","0"
"1897","DAUNTE","STUART","Northwestern State","55","55",0.284,0.873,204,47,58,12,3,7,40,97,0.475,33,9,33,8,0.398,5,0,"6","7"
"1898","BRAD","BURCKEL","McNeese","58","58",0.283,0.879,212,44,60,10,1,8,35,96,0.453,45,10,63,1,0.426,3,0,"20","24"
"1899","JEFFREY","ELKINS","Northwestern State","54","54",0.283,0.907,212,54,60,12,0,12,32,108,0.509,26,15,79,2,0.398,1,5,"8","10"
"1900","PAYTON","HARDEN","McNeese","57","57",0.281,0.772,224,43,63,8,4,3,28,88,0.393,34,3,52,0,0.379,3,3,"25","29"
"1901","KASTEN","FURR","New Orleans","60","60",0.277,0.817,235,66,65,9,3,7,33,101,0.43,35,9,27,1,0.387,3,2,"9","11"
"1902","AUSTIN","CAIN","Nicholls","57","57",0.277,0.721,224,39,62,12,2,2,31,84,0.375,19,7,25,4,0.346,4,3,"3","5"
"1903","GRANT","RANDALL","UIW","52","48",0.275,0.763,171,37,47,8,3,2,14,67,0.392,22,4,23,3,0.371,0,3,"15","19"
"1904","KANIN","DODGE","Lamar","55","55",0.272,0.785,191,35,52,13,1,1,21,70,0.366,41,8,25,5,0.419,1,4,"2","5"
"1905","JAKE","KILLINGSWORTH","Southeastern","38","38",0.271,0.706,144,18,39,8,1,1,31,52,0.361,12,6,30,1,0.345,3,0,"2","3"
"1906","MACRAE","KENDRICK","Nicholls","50","46",0.269,0.802,167,28,45,9,0,5,24,69,0.413,20,14,48,0,0.389,2,3,"3","6"
"1907","WILSON","EHRHARDT","UIW","49","46",0.267,0.861,180,36,48,6,2,8,33,82,0.456,30,14,39,0,0.405,3,0,"7","10"
"1908","SHEA","THOMAS","Southeastern","50","50",0.267,0.727,187,31,50,9,1,3,43,70,0.374,25,2,30,2,0.353,4,0,"2","3"
"1909","GRAY","ROWLETT","Northwestern State","43","42",0.264,0.788,148,19,39,6,0,5,34,60,0.405,17,14,41,4,0.383,4,0,"0","1"
"1910","DAMIAN","RUIZ","HCU","46","45",0.263,0.703,175,25,46,9,1,1,21,60,0.343,20,7,32,2,0.36,1,0,"8","12"
"1911","CHAMP","ARTIGUES","Southeastern","47","47",0.26,0.687,173,21,45,5,1,1,23,55,0.318,19,11,25,4,0.369,0,3,"5","6"
"1912","BRADEN","DUHON","McNeese","53","51",0.258,0.698,186,36,48,8,2,1,24,63,0.339,28,2,24,4,0.359,1,6,"19","22"
"1913","LEO","MARKOTIC","A&M-Corpus Christi","53","48",0.256,0.662,195,27,50,9,2,3,29,72,0.369,10,1,49,1,0.293,2,3,"1","4"
"1914","KIRKLAND","BANKS","Lamar","54","53",0.254,0.639,189,25,48,7,1,1,21,60,0.317,16,5,29,2,0.322,4,2,"2","2"
"1915","GABE","COLAIANNI","Northwestern State","54","54",0.251,0.745,219,40,55,6,3,7,38,88,0.402,26,6,42,3,0.343,3,1,"5","9"
"1916","KEVIN","BERMUDEZ","Lamar","55","55",0.248,0.796,210,49,52,12,1,8,34,90,0.429,43,0,40,4,0.367,6,4,"19","25"
"1917","TJ","SALVAGGIO","Southeastern","49","47",0.245,0.835,155,29,38,5,2,8,30,71,0.458,23,11,55,0,0.377,2,3,"10","12"
"1918","J.","BLANKENSHIP","Lamar","55","51",0.244,0.672,193,25,47,10,0,2,29,63,0.326,24,8,28,5,0.346,3,0,"0","0"
"1919","TRENT","BAKER","HCU","44","39",0.236,0.702,148,30,35,5,2,4,15,56,0.378,19,1,44,1,0.324,2,2,"8","8"
"1920","SEBASTIAN","TRINIDAD","A&M-Corpus Christi","54","51",0.23,0.582,152,19,35,5,0,0,25,40,0.263,19,4,25,2,0.319,7,7,"2","2"
"1921","KADEN","AMUNDSON","Nicholls","45","38",0.23,0.67,100,22,23,4,0,0,14,27,0.27,23,6,29,1,0.4,1,7,"0","0"
"1922","DANE","WATTS","Southeastern","39","26",0.228,0.661,79,18,18,2,0,0,8,20,0.253,19,5,9,0,0.408,0,3,"16","20"
"1923","TAYLOR","DARDEN","McNeese","49","46",0.224,0.703,152,29,34,6,0,5,27,55,0.362,22,7,22,0,0.341,4,5,"2","3"
"1924","JACOB","FARRELL","Northwestern State","47","42",0.216,0.683,125,24,27,5,0,2,12,38,0.304,23,11,46,2,0.379,2,9,"8","11"
"1925","RHETT","ROSEVEAR","Southeastern","48","48",0.211,0.718,147,37,31,4,0,1,25,38,0.259,47,24,31,0,0.459,4,2,"7","11"
"1926","PARKER","EDWARDS","HCU","36","22",0.21,0.632,100,12,21,2,0,5,20,38,0.38,5,1,38,0,0.252,1,0,"1","1"
"1927","ANDRUW","GONZALES","McNeese","45","44",0.205,0.663,146,22,30,8,0,3,18,47,0.322,21,10,35,0,0.341,2,2,"3","4"
"1928","BAILYN","SORENSEN","Northwestern State","47","38",0.191,0.654,141,21,27,6,1,6,20,53,0.376,12,5,54,3,0.278,0,1,"2","2"
"1929","DAALEN","ADDERLEY","Texas Southern","52","51",0.426,1.164,183,67,78,16,1,6,43,114,0.623,32,16,30,2,0.541,2,0,"17","21"
"1930","VICTOR","FIGUEROA","Mississippi Valley State","45","35",0.408,1.116,147,37,60,8,1,7,38,91,0.619,22,4,28,1,0.497,0,0,"12","16"
"1931","TY","HILL","Jackson State","52","52",0.387,1.139,181,53,70,16,4,6,53,112,0.619,51,6,29,0,0.52,6,0,"8","14"
"1932","JACK","HAY","Alabama State","56","56",0.385,1.047,221,55,85,10,1,10,61,127,0.575,36,4,37,7,0.472,4,0,"0","0"
"1933","ALEXANDER","OLIVO","Texas Southern","52","52",0.376,1.212,178,47,67,17,1,14,71,128,0.719,32,13,40,0,0.493,4,1,"3","3"
"1934","TY","JACKSON","Florida A&M","53","53",0.373,0.993,204,65,76,8,5,4,30,106,0.52,32,8,31,0,0.473,1,4,"9","9"
"1935","KYLE","WALKER","Grambling State","45","43",0.373,1.008,158,51,59,8,4,2,29,81,0.513,31,8,28,2,0.495,1,5,"23","24"
"1936","ALI","LAPREAD","Alabama State","42","35",0.371,1.196,140,42,52,10,1,13,39,103,0.736,17,6,25,5,0.46,0,1,"6","6"
"1937","DANIEL","BANNON","Jackson State","51","49",0.368,0.897,209,50,77,14,4,0,36,99,0.474,19,5,15,0,0.423,6,7,"6","7"
"1938","HYLAN","HALL","Bethune-Cookman","57","57",0.367,1.007,221,59,81,18,6,5,54,126,0.57,17,13,21,7,0.437,3,0,"7","10"
"1939","JAKOBI","JACKSON","Arkansas-Pine Bluff","36","29",0.358,0.939,109,22,39,10,0,1,18,52,0.477,17,4,28,0,0.462,0,0,"1","2"
"1940","IAN","MATOS","Alabama State","59","59",0.355,1.077,220,66,78,20,3,9,47,131,0.595,44,12,37,3,0.482,2,2,"4","5"
"1941","TY","HANCHEY","Florida A&M","56","56",0.352,1.049,216,57,76,10,5,11,49,129,0.597,33,9,17,0,0.452,3,0,"3","5"
"1942","CJ","CASTILLO","Texas Southern","52","52",0.352,0.941,199,55,70,13,0,6,41,101,0.508,24,6,27,3,0.433,2,3,"6","7"
"1943","CHASE","CROMER","Texas Southern","43","34",0.352,0.841,128,31,45,5,0,0,11,50,0.391,19,4,20,1,0.45,0,3,"21","29"
"1944","JAYDEN","SLOAN","Alabama State","50","38",0.349,0.97,149,35,52,12,0,6,24,82,0.55,14,5,23,2,0.42,1,1,"1","2"
"1945","ROBERT","MOYA","Bethune-Cookman","57","57",0.348,1.058,207,59,72,19,2,10,55,125,0.604,39,3,49,6,0.454,2,0,"0","1"
"1946","TRENTON","JAMISON","Alabama State","43","42",0.342,0.922,161,29,55,13,0,5,38,83,0.516,11,7,34,3,0.406,1,0,"10","10"
"1947","MARCUS","ATTERBERRY","Jackson State","44","38",0.341,1.007,126,33,43,7,2,5,34,69,0.548,19,11,27,1,0.459,3,6,"4","4"
"1948","MICHAEL","GOUDEAU","Texas Southern","37","27",0.341,0.889,82,15,28,8,0,0,19,36,0.439,11,6,19,0,0.45,1,2,"1","2"
"1949","KEYLON","MACK","Grambling State","56","55",0.34,1.174,188,47,64,19,0,16,59,131,0.697,45,7,56,0,0.477,3,0,"2","2"
"1950","TOMMY","EASLEY","Alabama A&M","47","47",0.339,0.967,165,35,56,11,3,4,47,85,0.515,26,8,26,0,0.452,0,0,"13","16"
"1951","CESAR","SAAVEDRA","Jackson State","36","26",0.337,0.799,98,29,33,2,1,0,13,37,0.378,11,4,14,0,0.421,1,4,"10","13"
"1952","RANDY","FLORES","Alabama State","59","59",0.336,0.948,244,62,82,11,3,10,54,129,0.529,40,2,16,1,0.419,10,0,"39","47"
"1953","JANMIKELL","BASTARDO","Florida A&M","58","58",0.333,1.002,210,55,70,13,1,13,54,124,0.59,21,7,35,4,0.412,0,1,"1","4"
"1954","IRVIN","ESCOBAR","Bethune-Cookman","42","34",0.333,0.934,120,25,40,9,1,3,31,60,0.5,22,1,14,2,0.434,2,6,"1","1"
"1955","DAVIONE","HULL","Mississippi Valley State","40","33",0.331,0.942,133,20,44,7,2,6,27,73,0.549,11,4,28,0,0.393,2,6,"7","11"
"1956","JAYLEN","ARMSTRONG","Southern","47","47",0.33,0.902,197,50,65,10,3,5,39,96,0.487,26,4,34,1,0.415,2,3,"39","44"
"1957","BRAD","MICAN","Arkansas-Pine Bluff","37","25",0.33,0.845,97,14,32,6,1,0,27,40,0.412,17,3,23,0,0.433,3,2,"7","9"
"1958","MICHAEL","BURROUGHS","Prairie View A&M","44","42",0.329,0.832,140,17,46,10,0,1,23,59,0.421,17,4,33,2,0.411,2,1,"2","2"
"1959","MYLES","WHITE","Jackson State","49","40",0.327,0.891,147,36,48,13,1,0,23,63,0.429,27,11,35,0,0.462,1,4,"4","6"
"1960","CRISTIAN","LOPEZ","Alabama State","59","59",0.327,0.87,226,38,74,14,1,5,55,105,0.465,27,4,39,6,0.405,2,4,"1","1"
"1961","CAMERON","BUFFORD","Grambling State","53","51",0.325,1.047,209,48,68,15,6,12,68,131,0.627,27,8,46,0,0.42,1,0,"6","8"
"1962","LUIS","TUERO","Bethune-Cookman","49","49",0.322,0.769,205,41,66,10,0,0,24,76,0.371,22,4,31,3,0.398,0,3,"3","3"
"1963","JR.","KALUM BANKS","Alcorn State","39","27",0.321,0.903,109,19,35,6,0,4,30,53,0.486,11,9,22,1,0.417,3,0,"9","10"
"1964","JATAVIS","MELTON","Jackson State","53","53",0.32,0.942,194,74,62,14,4,4,39,96,0.495,40,8,40,1,0.447,4,12,"30","37"
"1965","BRET","MERSMAN","Jackson State","49","39",0.318,0.824,154,30,49,8,1,2,36,65,0.422,20,3,35,2,0.402,2,2,"2","4"
"1966","KYLER","MCINTOSH","Alabama State","56","56",0.318,0.871,220,54,70,14,2,7,39,109,0.495,21,3,31,4,0.376,6,5,"1","2"
"1967","CHRISTOPHER","KING","Mississippi Valley State","34","15",0.317,0.908,60,8,19,5,0,2,10,30,0.5,9,1,25,1,0.408,1,0,"8","8"
"1968","MANNY","SOUFFRAIN","Bethune-Cookman","41","28",0.317,0.961,104,19,33,9,0,4,31,54,0.519,18,6,30,0,0.442,1,3,"0","0"
"1969","JARED","WEBER","Florida A&M","56","55",0.316,0.948,234,54,74,18,5,11,53,135,0.577,20,2,47,1,0.371,3,3,"10","10"
"1970","BORIS","PENA","Bethune-Cookman","55","51",0.315,0.819,200,40,63,11,0,5,42,89,0.445,15,7,48,0,0.374,5,0,"3","4"
"1971","MAURY","WEAVER","Mississippi Valley State","48","42",0.314,0.805,175,40,55,7,1,2,19,70,0.4,25,3,39,2,0.405,2,4,"17","26"
"1972","JAH'LI","HENDRICKS","Southern","41","41",0.31,0.891,142,37,44,7,2,3,22,64,0.451,29,4,40,2,0.44,0,3,"6","8"
"1973","TREVOR","HATTON","Grambling State","56","55",0.309,0.947,233,53,72,13,6,12,76,133,0.571,19,9,72,0,0.376,5,2,"29","33"
"1974","JOSEPH","PIERINI","Florida A&M","59","57",0.308,0.918,221,47,68,21,1,8,54,115,0.52,34,1,51,0,0.398,3,3,"2","2"
"1975","GARRET","CHUN","Bethune-Cookman","56","55",0.308,0.824,198,51,61,17,1,0,20,80,0.404,39,0,21,6,0.42,1,5,"1","2"
"1976","SEBASTIAN","CORIA","Prairie View A&M","54","54",0.306,0.796,173,37,53,9,0,1,26,65,0.376,26,8,44,3,0.42,0,0,"0","1"
"1977","COREY","KING","Alabama State","53","52",0.306,0.866,209,43,64,15,0,7,50,100,0.478,21,10,27,1,0.388,5,0,"0","0"
"1978","RODERICK","COFFEE","Texas Southern","43","38",0.305,0.97,141,26,43,9,1,9,29,81,0.574,13,9,27,0,0.396,1,0,"2","3"
"1979","COLTON","OLASIN","Bethune-Cookman","42","42",0.301,0.789,133,19,40,6,0,1,28,49,0.368,26,3,22,3,0.421,2,4,"7","7"
"1980","DILLON","CROWELL","Alcorn State","37","20",0.298,0.814,84,14,25,8,0,1,12,36,0.429,10,2,36,0,0.385,0,3,"3","3"
"1981","DIEGO","LOPEZ-MOLINA","Alcorn State","40","32",0.297,0.84,111,28,33,7,3,0,20,46,0.414,23,4,21,0,0.426,3,2,"7","9"
"1982","GARRISON","WEISS","Prairie View A&M","58","57",0.295,0.784,210,42,62,11,4,0,24,81,0.386,35,4,23,3,0.398,5,5,"18","26"
"1983","ADAM","HAIDERMOTA","Florida A&M","55","46",0.294,0.73,170,21,50,6,0,3,32,65,0.382,14,1,24,3,0.348,2,3,"2","3"
"1984","JERMEL","FORD","Alcorn State","35","27",0.294,0.746,51,10,15,3,0,0,8,18,0.353,7,2,9,2,0.393,1,1,"7","9"
"1985","JALEN","PARKER","Alabama A&M","43","39",0.292,0.764,130,16,38,9,1,0,19,49,0.377,17,5,38,1,0.387,3,1,"18","21"
"1986","TYLER","DANIELS","Alcorn State","47","42",0.292,0.863,161,41,47,13,2,3,16,73,0.453,31,2,39,1,0.41,1,0,"5","7"
"1987","O'NEILL","BURGOS","Southern","51","51",0.29,0.966,183,40,53,8,0,13,60,100,0.546,38,6,38,4,0.42,4,0,"1","6"
"1988","BLAKE","MARTIN","Alabama A&M","46","45",0.289,0.819,152,21,44,12,1,2,29,64,0.421,24,4,43,1,0.398,1,3,"7","10"
"1989","JAYLON","LUCKY","Alcorn State","41","37",0.286,0.785,133,26,38,9,1,0,18,49,0.368,20,10,26,1,0.417,0,1,"8","12"
"1990","KHYLE","RADCLIFFE","Southern","44","42",0.285,0.783,158,31,45,9,1,2,24,62,0.392,29,1,23,0,0.391,4,1,"11","14"
"1991","JAMAL","GEORGE","Alabama State","57","57",0.284,0.819,197,42,56,12,0,6,34,86,0.437,28,5,54,3,0.382,3,5,"8","12"
"1992","JOSE","VARGAS","Grambling State","55","51",0.281,0.745,167,29,47,4,0,1,32,54,0.323,38,4,25,7,0.422,2,10,"2","4"
